DOG,Keith,F,20150925-011741
DOG,Laura,M,20160504-141137
CAT,Cheryl,M,20150708-102422
DOG,Heather,F,20150614-220157
CAT,Roger,M,20160326-105422
CAT,Walter,M,20151028-052043
DOG,Gerald,F,20150731-183535
CAT,Louis,M,20150616-130053
DOG,Denise,M,20150704-163515
DOG,Roy,M,20160219-222209
CAT,Catherine,M,20150823-154405
CAT,Harold,F,20160422-132016
CAT,Amy,F,20150621-223938
DOG,Keith,M,20160217-170105
CAT,Steven,M,20160322-223409
CAT,Gregory,M,20151022-214924
CAT,Anthony,M,20160124-002213
DOG,Louis,F,20151127-213044
DOG,Antonio,M,20150719-022902
CAT,Jason,M,20160418-233544
DOG,Russell,M,20150713-011950
DOG,Christopher,F,20160122-223055
DOG,Rebecca,M,20160416-085222
CAT,Shirley,F,20151125-020545
DOG,Kenneth,F,20150930-092822
CAT,Billy,F,20151101-125616
DOG,Chris,F,20160203-023504
CAT,Juan,F,20160307-153201
CAT,Adam,M,20150722-150524
DOG,Samuel,M,20150825-013519
DOG,Anna,M,20160122-193209
DOG,Nancy,F,20160520-001334
CAT,Beverly,M,20150826-181343
DOG,Doris,M,20150909-143318
DOG,Doris,M,20160528-071525
CAT,Joan,F,20160204-183825
DOG,Todd,M,20151103-065721
DOG,Bobby,F,20150831-180724
DOG,Gerald,F,20150810-074639
CAT,Linda,F,20151111-050118
CAT,Michelle,M,20160208-074155
DOG,Carolyn,F,20151116-165843
DOG,Richard,F,20151116-065626
CAT,Janet,M,20151129-150639
CAT,Roger,F,20160309-083824
CAT,Deborah,M,20160522-094056
CAT,Denise,M,20160104-232934
DOG,Mildred,M,20160122-101351
CAT,Peter,F,20160228-125658
CAT,Philip,M,20160413-042004
CAT,Dennis,M,20150807-112110
DOG,Sharon,M,20151019-201101
DOG,Michael,F,20151103-221349
CAT,Eric,F,20150920-142207
CAT,Linda,M,20160414-075131
DOG,Cheryl,M,20151120-013554
DOG,Gloria,F,20150618-085406
DOG,Theresa,M,20151225-045923
DOG,Cheryl,M,20151101-221759
CAT,Benjamin,M,20160312-004723
CAT,Margaret,F,20150821-051910
DOG,David,M,20160331-144748
CAT,Jeffrey,F,20150618-041514
DOG,Jose,F,20160505-204337
CAT,Ernest,M,20151206-155957
CAT,Margaret,F,20151127-064120
CAT,Martin,F,20150610-181738
DOG,Anna,F,20160512-174641
DOG,Steven,M,20160128-123014
CAT,George,M,20150806-173313
DOG,Karen,F,20150704-204607
CAT,Wanda,M,20160119-094730
CAT,Ruth,F,20150901-105849
CAT,Mildred,M,20160313-090840
CAT,Denise,F,20150826-114210
DOG,Jason,M,20160519-091030
CAT,Pamela,F,20151104-140617
DOG,Emily,F,20151014-202520
CAT,Evelyn,F,20160531-003642
CAT,Betty,F,20160320-193454
CAT,Jeremy,M,20151208-045137
DOG,David,F,20151225-222353
CAT,Evelyn,M,20151109-011808
CAT,Alice,F,20160428-121134
DOG,Sara,M,20160530-213346
DOG,Norma,M,20160314-145543
CAT,Jack,F,20160512-124333
DOG,Mary,M,20151105-001205
CAT,Kathryn,F,20160314-212055
CAT,Bonnie,F,20151109-235944
DOG,Nancy,M,20160518-231254
DOG,Joan,M,20151112-145634
CAT,Mildred,M,20160305-161411
CAT,Carolyn,M,20160116-212233
CAT,Linda,F,20160131-123159
DOG,Steven,F,20150707-053658
DOG,Andrea,F,20151218-085534
CAT,Diane,M,20160606-113647
DOG,Cynthia,F,20150803-011425
CAT,Janice,M,20151024-212045
CAT,Michelle,M,20150901-114155
DOG,Todd,M,20160410-021132
DOG,Janet,F,20150902-014129
DOG,Carl,M,20150813-110153
DOG,Ronald,F,20160521-083735
CAT,Albert,F,20150905-192003
DOG,David,M,20150821-232852
DOG,Ralph,M,20151018-134108
CAT,Kathryn,F,20160415-173945
CAT,Maria,M,20160305-034630
CAT,Clarence,F,20160219-233106
CAT,Carolyn,F,20160315-110945
DOG,Richard,F,20151009-070050
DOG,Ann,F,20150722-125945
DOG,Arthur,M,20160215-063740
CAT,Edward,M,20151124-094002
CAT,Jacqueline,F,20151014-132027
DOG,Edward,M,20160503-131830
DOG,Laura,F,20151202-163348
DOG,Barbara,M,20151022-080611
DOG,Antonio,M,20160410-020355
CAT,Evelyn,M,20160319-103809
CAT,Juan,F,20150908-175349
DOG,Ruth,M,20160410-183825
DOG,Heather,F,20151006-221121
DOG,Randy,M,20160316-114113
DOG,Ralph,M,20151211-012151
CAT,Benjamin,F,20150815-123907
CAT,Mildred,F,20160213-020956
CAT,Mark,F,20150612-201656
DOG,Mark,F,20160514-213921
CAT,Sean,F,20160125-172153
CAT,Betty,F,20160202-001012
CAT,Michael,F,20160324-134913
CAT,Matthew,M,20151224-163752
CAT,Antonio,M,20150915-173520
CAT,Brian,M,20160121-075101
DOG,Joshua,M,20160121-022516
DOG,Amy,M,20151130-073328
CAT,Dorothy,F,20160422-072932
DOG,Evelyn,F,20160208-184416
DOG,Ruth,F,20160121-205127
DOG,Kathy,F,20160224-222041
DOG,Scott,F,20150816-223137
DOG,Diane,M,20151212-192229
DOG,Louis,F,20151123-044418
DOG,Wanda,F,20160530-005132
CAT,Lois,M,20150731-164339
CAT,Daniel,F,20160406-064943
DOG,Peter,M,20151123-180603
CAT,Brandon,M,20160108-204122
CAT,Stephen,M,20160415-002146
CAT,Virginia,M,20151020-124131
DOG,Stephanie,M,20150618-042631
DOG,Charles,F,20160608-141922
CAT,Billy,M,20160112-071450
CAT,Norma,M,20150627-162252
CAT,Todd,M,20150920-191458
DOG,Deborah,M,20150815-140850
CAT,Sharon,M,20150914-093225
DOG,Phyllis,F,20160120-235420
DOG,Joyce,M,20160102-031630
CAT,Marie,M,20151119-034432
DOG,Patrick,M,20150617-050648
DOG,Anna,M,20151011-230344
CAT,Mildred,M,20160528-193452
CAT,Kelly,F,20151112-014134
CAT,Eugene,F,20150709-193828
CAT,Patricia,F,20150708-224233
CAT,Anthony,M,20160605-162826
DOG,Frank,F,20160524-074752
DOG,Ernest,M,20151101-211435
CAT,Annie,F,20160524-061345
DOG,Stephen,F,20150617-005106
CAT,Peter,F,20160213-212050
CAT,Scott,F,20160511-074852
CAT,Randy,F,20160117-063536
CAT,Samuel,F,20160112-082151
DOG,Mildred,M,20160405-041456
CAT,Michelle,F,20160501-171224
CAT,Tammy,F,20160105-203937
DOG,William,F,20160305-171056
CAT,Jonathan,F,20160224-083538
CAT,Jeremy,M,20150613-095123
CAT,Antonio,M,20160523-052632
CAT,Mark,M,20160428-064013
CAT,Scott,F,20150913-035015
CAT,Peter,M,20160215-134419
CAT,Harry,F,20160215-172516
CAT,Brandon,F,20160222-204555
CAT,Jean,F,20151005-044049
CAT,Sharon,M,20160407-103158
DOG,Randy,F,20160415-122750
DOG,Raymond,F,20151023-083042
DOG,Stephen,M,20151028-112656
CAT,Martin,M,20151120-061345
DOG,Carl,F,20160501-153514
CAT,Jeremy,F,20160401-030910
DOG,Wanda,F,20150711-175400
DOG,Todd,M,20151021-195518
DOG,Donna,M,20150609-203818
CAT,Michelle,M,20160101-211927
CAT,Raymond,F,20160529-064404
CAT,Louis,M,20160315-170419
CAT,Anne,F,20160522-012144
DOG,Maria,M,20150822-045619
DOG,Gloria,F,20151103-020031
CAT,Nicole,F,20151229-202933
DOG,Laura,M,20151124-020056
DOG,Catherine,F,20160530-100735
CAT,Jack,M,20150729-190239
CAT,Carl,M,20150803-063312
CAT,Antonio,F,20160122-025816
DOG,Brandon,F,20160511-184433
DOG,Judy,F,20151114-062253
CAT,Tina,F,20160113-004450
DOG,Ann,M,20160101-141748
CAT,Chris,F,20150813-040738
CAT,Albert,M,20151208-044123
CAT,Karen,M,20151224-130435
DOG,Katherine,F,20151026-075923
DOG,Douglas,F,20150629-153542
DOG,Richard,M,20160101-001605
CAT,Heather,M,20160104-062121
CAT,Johnny,F,20160320-045443
DOG,Marie,M,20160521-133323
DOG,Christina,M,20150803-073719
DOG,Kelly,M,20151113-202714
DOG,Joan,M,20150910-201725
DOG,Lori,M,20160515-193017
CAT,William,M,20160211-075449
DOG,Steve,M,20151203-084034
CAT,Martha,M,20160425-203916
DOG,Stephen,F,20150729-233709
CAT,Michael,F,20160408-130706
DOG,Judith,F,20160305-113647
DOG,Tammy,M,20151007-171104
CAT,Debra,F,20160418-181831
DOG,Willie,M,20160513-164518
DOG,Alan,F,20151221-172904
DOG,Elizabeth,F,20160406-174253
DOG,Rose,M,20160205-212107
DOG,Melissa,M,20150829-093028
DOG,Betty,M,20150922-195109
DOG,Susan,M,20151223-172934
DOG,Judith,F,20151021-025631
CAT,Douglas,M,20150809-065318
CAT,Dorothy,F,20160412-194327
CAT,Brenda,F,20150615-051852
DOG,Richard,F,20160412-134121
DOG,Stephen,F,20151105-205757
DOG,Michelle,F,20150713-133707
DOG,Todd,F,20150612-122809
DOG,Steven,F,20151203-000454
DOG,Gary,M,20150902-093300
CAT,Phillip,M,20160209-223418
CAT,Lois,M,20150815-173532
DOG,Ralph,M,20150713-131805
CAT,Joe,M,20150629-163205
CAT,Rebecca,M,20160221-121031
DOG,Carl,M,20151018-133402
CAT,Shirley,F,20151107-112539
DOG,Donna,F,20160118-120251
DOG,David,M,20151004-115657
CAT,Kathy,M,20160512-210549
CAT,Teresa,F,20151120-235454
DOG,Ernest,M,20160226-233241
CAT,Virginia,M,20160229-175414
CAT,Katherine,M,20150618-141722
CAT,Stephen,M,20151111-081023
DOG,Henry,F,20160418-205322
CAT,Charles,M,20150821-161544
DOG,Carl,M,20150625-010605
CAT,Steven,M,20150619-230950
CAT,Brenda,F,20151228-101208
DOG,Sean,M,20151001-214150
CAT,Mary,M,20160121-185620
DOG,Aaron,M,20150921-134338
DOG,Rachel,M,20151217-235304
DOG,Theresa,M,20150630-093817
DOG,Jason,M,20160528-012703
DOG,Jacqueline,M,20160416-070051
CAT,Martin,M,20150703-162518
CAT,Rachel,M,20150724-153827
CAT,Sarah,F,20160218-160054
CAT,Pamela,M,20150921-213413
CAT,Charles,M,20150928-181718
CAT,Mildred,M,20151010-065102
CAT,Joyce,M,20151206-165712
DOG,Jacqueline,F,20160303-182750
DOG,Jane,M,20160523-111220
DOG,Paula,F,20160104-220840
DOG,Sara,M,20160424-091641
CAT,Brenda,M,20150923-231146
CAT,Joshua,M,20160119-062415
CAT,Ann,F,20151002-180312
DOG,Diana,M,20150706-063425
DOG,Lori,M,20150830-010837
CAT,Gregory,M,20150831-215843
DOG,Phyllis,F,20160209-080033
CAT,Gerald,M,20151209-143119
DOG,Rebecca,M,20160423-112626
CAT,Peter,M,20160310-054339
DOG,Carl,F,20160215-001204
DOG,William,F,20160523-004554
DOG,Victor,F,20150811-120000
DOG,John,M,20150812-112654
CAT,Doris,M,20160105-140252
CAT,Steven,F,20160314-161328
DOG,Charles,M,20150830-135144
CAT,Andrew,F,20160417-050831
DOG,Lisa,F,20160409-215935
DOG,Henry,M,20150807-104958
CAT,Henry,F,20160412-205507
DOG,Andrea,F,20151006-165832
CAT,James,F,20160312-231501
DOG,Alan,F,20151211-100935
DOG,Phyllis,M,20150814-205534
CAT,Amanda,F,20151229-072036
DOG,Jeremy,F,20150923-112622
CAT,Anne,M,20160309-040030
CAT,Albert,M,20160222-112321
CAT,Craig,M,20160324-161812
DOG,Justin,M,20150822-002131
CAT,Timothy,F,20150701-201743
CAT,Phyllis,M,20160408-153749
CAT,Joshua,M,20150707-034638
CAT,Helen,M,20150821-025809
DOG,Diane,M,20151202-082344
DOG,Douglas,M,20150629-110805
CAT,Jimmy,M,20150903-145317
DOG,Victor,F,20150624-025814
CAT,Ann,M,20160501-153300
DOG,William,F,20151028-121201
CAT,Jane,M,20160314-023318
CAT,Laura,F,20160509-022539
CAT,Lisa,F,20150630-012635
DOG,Peter,F,20150703-233110
DOG,Donna,F,20150909-094718
DOG,Roy,M,20160310-175129
CAT,William,M,20160411-175251
CAT,Phyllis,M,20150827-024115
DOG,Evelyn,M,20151120-060145
CAT,Harry,F,20151214-034441
CAT,George,F,20151224-172207
CAT,Heather,F,20160320-003558
DOG,Amy,M,20151025-210333
DOG,Betty,M,20160418-072935
DOG,Cynthia,M,20150721-220940
CAT,Gloria,M,20160307-015949
DOG,Shirley,M,20160312-190320
DOG,Joshua,F,20150612-073546
CAT,Jeremy,M,20160321-154334
CAT,Amanda,M,20160411-043434
CAT,Joshua,M,20160106-164406
DOG,Nicole,M,20150813-071838
DOG,Beverly,F,20160113-190235
CAT,Bruce,M,20160430-235228
DOG,Shawn,M,20160503-215143
DOG,James,F,20150630-134712
CAT,Brian,M,20160424-163903
DOG,Debra,F,20151121-101340
CAT,Jason,M,20150820-122352
DOG,Deborah,M,20160511-090502
CAT,Mildred,F,20160326-101921
CAT,Christine,M,20150725-221133
CAT,Sarah,F,20150825-094903
DOG,Gregory,M,20150831-063919
CAT,Louise,M,20151228-024341
DOG,Nicholas,F,20151020-061810
CAT,Bobby,F,20160124-143508
CAT,Teresa,M,20151230-033910
DOG,Teresa,M,20151102-120436
CAT,Earl,F,20150820-002733
CAT,Peter,M,20160220-015722
DOG,Emily,M,20160508-101619
CAT,Louis,M,20150822-182429
DOG,Kathryn,M,20150624-211915
DOG,Shirley,F,20151213-055801
CAT,Arthur,M,20151119-224707
DOG,Laura,M,20160328-141123
CAT,Carol,M,20151118-055444
CAT,Jason,M,20151230-192109
DOG,Dennis,M,20160403-102559
DOG,Ralph,M,20160212-011607
DOG,Mark,M,20150823-150949
DOG,Sean,F,20160606-154831
DOG,Shirley,F,20150624-041545
CAT,Brian,F,20150706-053309
DOG,Kelly,M,20150824-003155
CAT,Maria,M,20150610-074135
CAT,Kenneth,M,20150826-145950
DOG,Pamela,F,20150917-024539
CAT,Heather,M,20151208-160616
CAT,Craig,F,20160210-055840
DOG,Michelle,F,20160412-173308
CAT,Evelyn,F,20160218-035357
CAT,Thomas,M,20160208-214625
CAT,Robert,F,20150702-190000
DOG,Jeremy,F,20150615-213516
CAT,Lori,F,20160425-015921
DOG,Jeremy,F,20150618-222539
DOG,George,F,20160529-155600
DOG,Gregory,M,20150926-214746
CAT,Lawrence,M,20160222-023548
DOG,Alice,M,20151016-014451
DOG,Dennis,F,20150618-195439
DOG,Christopher,F,20150826-015646
CAT,Laura,F,20160415-190422
CAT,Phillip,F,20150715-235410
CAT,Susan,M,20150827-031138
CAT,Barbara,F,20151102-034602
CAT,Tammy,M,20160421-001538
DOG,Aaron,M,20160113-034322
DOG,Laura,M,20150905-123422
DOG,Kimberly,F,20150825-191223
DOG,Lori,F,20160222-154510
CAT,Frank,F,20160223-025734
DOG,Nicholas,M,20160110-034021
DOG,Pamela,F,20160325-074900
CAT,George,M,20160103-194639
DOG,Theresa,F,20151023-055312
DOG,Kelly,M,20150928-212148
DOG,Heather,F,20150818-153900
CAT,Kathy,F,20150622-054941
DOG,Cynthia,F,20150819-002103
DOG,Walter,F,20150620-195452
CAT,Fred,F,20150719-034408
DOG,Kimberly,M,20160420-234404
DOG,Jason,F,20151010-235858
DOG,Jack,M,20151231-205336
CAT,Robin,M,20151217-152145
CAT,Robert,F,20151217-104548
DOG,Richard,M,20160302-033428
CAT,Eugene,M,20160108-073944
CAT,Billy,F,20151105-183853
DOG,Scott,F,20160318-144453
CAT,Michael,M,20150710-090119
DOG,Nancy,M,20151225-124043
CAT,Lisa,F,20151004-110217
DOG,Teresa,M,20160209-093442
DOG,Eric,M,20151229-213924
CAT,Kelly,M,20160423-052025
CAT,Donald,F,20151021-182641
CAT,Wayne,M,20151223-080301
DOG,Kelly,F,20160604-125727
CAT,Billy,F,20160206-064102
DOG,Eric,M,20160329-060518
DOG,Henry,F,20150830-093426
DOG,Willie,M,20160503-222738
CAT,Bobby,M,20150812-084100
DOG,Roy,M,20150616-025718
CAT,Kathleen,M,20160114-142030
CAT,Lori,F,20151204-015825
DOG,Amanda,F,20160117-070334
DOG,Clarence,F,20150710-045418
DOG,Richard,F,20150723-184356
CAT,Irene,M,20160303-133715
DOG,Juan,F,20150927-081329
CAT,Richard,F,20160519-173538
CAT,Norma,F,20160203-133842
CAT,Roy,M,20150716-220232
CAT,Louis,F,20151128-155543
DOG,Gerald,M,20160226-104009
DOG,Ryan,F,20151203-014339
CAT,Craig,M,20150624-171102
CAT,Charles,F,20160315-174542
CAT,Mark,M,20160126-080604
DOG,Lillian,F,20150721-081706
CAT,Alan,M,20151005-010527
DOG,Sara,M,20160222-043351
DOG,Albert,M,20150702-023811
DOG,Steven,F,20151018-160017
CAT,Jason,M,20160126-050012
DOG,Marie,F,20151103-062232
CAT,Ralph,F,20151112-151448
CAT,Rachel,M,20151118-211509
DOG,Ryan,M,20151019-153505
DOG,Joseph,F,20150913-093936
DOG,Betty,F,20160601-090908
DOG,Sarah,M,20150624-043402
DOG,Rachel,F,20150910-185900
CAT,Craig,M,20150821-101436
DOG,Emily,M,20160531-173938
DOG,Deborah,F,20160507-090820
DOG,Ruby,M,20150803-181210
DOG,Louise,F,20151003-110807
DOG,Dennis,F,20150629-203239
DOG,Roger,F,20151001-051049
DOG,Christopher,F,20160404-210347
CAT,Mark,F,20150806-143421
DOG,Henry,F,20150826-105958
CAT,Albert,F,20151102-154758
CAT,Julie,F,20150918-123525
DOG,Matthew,F,20160124-052528
DOG,Carolyn,M,20151116-164000
DOG,Carl,M,20151216-205610
CAT,Roger,M,20160606-220621
DOG,Lillian,F,20150626-090613
CAT,Larry,F,20150728-142047
DOG,Julia,M,20160428-063745
CAT,Lillian,M,20151225-232744
CAT,Nancy,M,20150609-055530
DOG,Thomas,F,20151006-135802
CAT,Tina,F,20151223-112052
DOG,Aaron,F,20150913-191056
CAT,Karen,F,20150827-230105
CAT,Andrea,M,20160214-025201
DOG,Eric,F,20160312-134357
CAT,Maria,F,20160315-222058
DOG,Richard,F,20160226-043228
DOG,Billy,F,20160122-163235
CAT,Johnny,F,20160109-051145
CAT,Debra,F,20160216-205556
CAT,Eric,F,20150731-121516
CAT,Jack,M,20151031-113328
DOG,Jack,F,20160114-115527
DOG,Stephanie,M,20151014-044238
CAT,Carol,F,20160109-034702
CAT,Bobby,M,20150912-160907
CAT,Katherine,M,20160115-021500
CAT,Beverly,F,20150611-194444
CAT,Melissa,F,20150809-043322
DOG,Frances,M,20160303-195035
DOG,Jason,F,20151120-225249
CAT,Martin,M,20160321-100214
DOG,Sandra,M,20160301-182411
CAT,Annie,M,20150630-093940
DOG,Justin,F,20151128-120003
DOG,Annie,M,20150612-213836
CAT,Joseph,M,20160108-054756
DOG,Charles,M,20150711-182253
DOG,Carl,F,20151013-143946
CAT,Julia,F,20160121-110250
DOG,Judy,M,20151026-215515
CAT,Jeffrey,F,20160320-192829
CAT,Kathleen,M,20160506-212920
DOG,Lawrence,F,20150710-084102
DOG,Larry,F,20160530-031706
CAT,George,M,20151231-180808
CAT,Donald,M,20151120-073651
CAT,Phillip,F,20150910-153818
DOG,John,M,20160123-072651
DOG,Patricia,M,20151222-080934
DOG,Stephen,F,20151019-143437
DOG,Andrea,M,20160522-202708
DOG,Keith,M,20150801-101928
DOG,Chris,F,20151015-012554
DOG,Rebecca,F,20160115-102850
CAT,Gregory,M,20151005-021918
CAT,Dennis,M,20160519-044052
CAT,Kelly,M,20151020-044702
DOG,Pamela,M,20151030-033036
CAT,Donna,F,20151217-084544
DOG,Virginia,F,20150705-210120
CAT,Jonathan,M,20150828-132641
DOG,Paula,F,20150727-040114
CAT,Shirley,F,20151101-064310
DOG,Jesse,F,20151031-010122
DOG,Deborah,M,20160221-171514
DOG,Janet,M,20151011-215627
DOG,Nicole,F,20160520-052411
DOG,Charles,M,20160306-011616
DOG,Kimberly,M,20151001-091459
DOG,Alice,M,20150616-013834
DOG,Juan,F,20151014-182616
CAT,Phillip,M,20150928-230446
CAT,Robin,M,20151207-051349
DOG,Adam,F,20150918-210554
CAT,Steve,M,20150727-193914
CAT,Judy,M,20150703-190144
DOG,Diana,M,20160204-084111
CAT,Carol,F,20160205-155227
CAT,Kimberly,F,20150725-081842
DOG,Arthur,M,20150712-184105
CAT,Carlos,F,20151220-063702
CAT,Stephen,M,20160414-010050
DOG,Pamela,F,20151230-033228
CAT,Nicholas,F,20160322-221403
CAT,Heather,F,20151229-070547
DOG,Amy,F,20160229-220757
CAT,Wayne,M,20151217-062018
DOG,Mark,F,20160206-092742
CAT,Gary,F,20160106-013411
DOG,David,F,20160306-013002
DOG,Peter,M,20160516-085933
CAT,Carl,M,20150819-123854
DOG,Anna,M,20160525-182416
DOG,Larry,F,20150910-155258
CAT,Joyce,F,20150626-144419
DOG,Jeffrey,M,20160316-064922
DOG,Denise,M,20150822-070901
DOG,Evelyn,F,20160125-202027
DOG,Earl,F,20151007-052042
CAT,Marie,F,20151018-022948
CAT,Kenneth,M,20150816-144111
DOG,Linda,M,20151215-065212
DOG,Brenda,F,20150730-063953
CAT,Diane,F,20151127-051515
CAT,Brenda,M,20160113-142802
CAT,Phillip,M,20160304-191649
CAT,Jonathan,F,20150912-112859
CAT,Jack,F,20160118-061508
CAT,Deborah,F,20151123-101834
CAT,Keith,M,20160120-031957
CAT,Laura,F,20150903-080837
DOG,Doris,F,20151215-040855
CAT,Jason,M,20160428-090116
DOG,Justin,M,20160404-044605
CAT,Justin,F,20160606-011945
CAT,Patricia,F,20150713-190236
CAT,Cheryl,F,20150609-203540
DOG,Anthony,F,20160121-144336
CAT,Gerald,F,20160318-154914
CAT,Elizabeth,M,20160522-060331
CAT,Annie,F,20151031-090201
CAT,Carl,M,20151209-074827
DOG,Kelly,F,20160225-161643
DOG,Nicole,F,20151006-113935
DOG,Tina,M,20150808-011436
DOG,Norma,F,20160330-062028
CAT,Mark,M,20151010-043448
DOG,Kelly,M,20160102-175448
DOG,Eric,F,20160509-100529
DOG,Julie,M,20151219-213625
CAT,Diana,F,20160216-163918
CAT,Justin,M,20150706-121752
DOG,Tina,M,20150725-130617
DOG,Dorothy,M,20150630-014255
DOG,Elizabeth,M,20160321-104239
CAT,Wayne,F,20150703-005003
DOG,Sarah,F,20151127-134111
CAT,Angela,F,20150629-212041
CAT,Jason,M,20151027-110153
DOG,Amanda,M,20150621-153633
DOG,Janet,F,20160224-211106
CAT,Justin,F,20151224-024139
CAT,Chris,F,20151117-105834
DOG,Sarah,M,20151128-085738
DOG,Jeremy,F,20151217-202136
CAT,Tina,F,20150725-055559
DOG,Amy,M,20160407-132551
DOG,Frances,M,20160106-165903
CAT,William,M,20160116-211406
CAT,Kathryn,M,20160207-081932
CAT,Wanda,F,20150915-174419
CAT,Benjamin,F,20160127-135827
CAT,Frances,F,20150619-204748
DOG,Peter,F,20150914-030840
CAT,Jeremy,M,20150821-031111
DOG,Wanda,F,20160110-105448
CAT,Gary,M,20160103-104521
DOG,Martha,F,20150717-015045
DOG,Dorothy,F,20150805-041707
DOG,Sandra,M,20160526-035030
CAT,Kathryn,F,20150902-032008
CAT,Terry,M,20160514-004508
DOG,Henry,F,20150802-172504
CAT,Carlos,F,20151206-090558
CAT,Steven,F,20160413-202501
CAT,Louise,M,20150918-055133
DOG,Nancy,M,20150911-201414
DOG,Lori,M,20150713-114500
CAT,Joe,F,20160410-233250
CAT,Raymond,F,20151116-134126
DOG,Adam,M,20160130-015133
CAT,Mark,F,20150811-183521
DOG,Steve,M,20151012-074032
CAT,Denise,M,20160402-041708
DOG,Daniel,F,20151116-090912
CAT,Samuel,M,20150815-070120
DOG,Betty,F,20160130-150050
CAT,Stephen,F,20160426-222608
DOG,Craig,F,20150722-123229
CAT,Ryan,M,20160510-145602
DOG,Diane,M,20150626-025240
CAT,Christine,F,20150710-155014
DOG,Melissa,M,20160405-163518
DOG,Aaron,F,20160130-110020
